,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
623,US,"This unusual blend of 85% Syrah, 10% Petit Verdot and 5% Petite Sirah comes together nicely, with the Syrah lending notes of cranberry and smoked meat and the Petit(e)s adding some heft to the plush texture and bitterness on the finish.",Black Mamba,87,28.0,Idaho,,,Sean P. Sullivan,@wawinereport,Coiled 2010 Black Mamba Red,Red Blend,Coiled
624,US,"Named after the Nez Perce name for the Clearwater River, this blend is mostly Merlot and Cabernet Sauvignon, with some Cabernet Franc and Syrah thrown in the mix. The aromas are light, with notes of berry and sweet spices. The cherry flavors are very soft, getting a bit attenuated on the back half on this otherwise pleasant red.",Koos-Koos-Kia Colter's Creek Vineyard,87,20.0,Idaho,Idaho,,Sean P. Sullivan,@wawinereport,Colter's Creek 2010 Koos-Koos-Kia Colter's Creek Vineyard Red (Idaho),Red Blend,Colter's Creek
625,Italy,Here's a pure expression of the Garganega grape that sees (in part) 8 months of oak aging for extra density and thickness. The wine shows spicy notes of cinnamon and white pepper backed by peach and candied fruit.,,87,15.0,Veneto,Soave,,,,Corte Falco 2010  Soave,Garganega,Corte Falco
626,Italy,"Made with the indigenous Garganega grape (the same variety that makes Soave), this richly extracted white wine opens with an off-gold color and ripe notes of apricot and peach nectar.",Memorio Creari,87,23.0,Veneto,Gambellara Classico,,,,Domenico Cavazza 2008 Memorio Creari  (Gambellara Classico),Garganega,Domenico Cavazza
627,Italy,"This pretty white wine from northern Italy opens with an ashy, mineral feel and segues to aromas of candied fruit, peach and citrus. It is nearing the end of its drinking window so don't bother putting this bottle aside.",Sivoy,87,19.0,Piedmont,Monferrato,,,,Cascina La Ghersa 2009 Sivoy White (Monferrato),White Blend,Cascina La Ghersa
628,Australia,"This plush, full-bodied wine is already delicious, delivering wave after wave of savory fruit flavor, something like soy-marinated, char-grilled beef. Tannins are supple enough to make this wine drinkable now, yet plentiful enough to suggest ample cellaring potential. Drink now-2030.",Alluvial Fans,92,35.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Kangarilla Road 2012 Alluvial Fans Shiraz (McLaren Vale),Shiraz,Kangarilla Road
629,US,"Each year, this wine is intended to be an experiment. This vintage's creativity involves the addition of soil from the Santa Rita Hills to vineyards in the Russian River Valley. Yeasty on the nose, the result is rich and decadent, a wine that's juicy and velvety in black and red fruit and pillowy tannins. A warmth of spice lingers on the finish.",Pinpoint Extreme,92,75.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Walt 2013 Pinpoint Extreme Pinot Noir (Russian River Valley),Pinot Noir,Walt
630,US,"From the oldest part of the estate, this subtle wine rewards your patience and full attention. Hints of rose petals adorn the floral accents, while the midpalate emphasizes flavors of raspberries and orange peel. At first a bit shy, this opens slowly and reveals hidden complexities and enduring length. Drink now through 2025.",Aliette,92,48.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,WillaKenzie Estate 2013 Aliette Pinot Noir,Pinot Noir,WillaKenzie Estate
631,France,"Lifted notes of honey and rose petal play on the nose, the palate is altogether more lively than the nose suggests: sprightly and fresh, concentrated and caramel-tinged with lemon freshness. This strikes an appetizing, moreish palate and makes for joyful drinking.",Vendanges Tardives,92,54.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Willm 2011 Vendanges Tardives Gewurztraminer (Alsace),Gewürztraminer,Willm
632,France,"Ripe fragrant, yellow mirabelle plums constitute the chief perfume of this charming wine. The palate holds even more fruity nuance but is dry, concentrated and linear, being carried forward by zesty freshness and lemony overtones. This is clean, charming, taut and dry with a bracing nature and a clean, brisk finish.",Wineck-Schlossberg Grand Cru,92,34.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace),Riesling,Jean-Marc Bernhard
633,Australia,"This full-bodied wine is rich without ever seeming overdone. Subtle smoke notes frame bold fruit—tangerine, pineapple and apricot—and gingery spice, while the finish is long, peppery and refreshing. Drink now–2020.",,92,60.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Yeringberg 2013 Viognier (Yarra Valley),Viognier,Yeringberg
634,US,"From a two-acre block within the amazing Maple Vineyard planted in 1910, this wine also contains 10% Petite Sirah and 10% mixed blacks. Baked berry pie comes to mind first, conjuring up all things good and right in the world, topped in bourbon whipped cream and nutmeg. Good acidity buoys the proceedings. Drink now through 2021.",Tina's Block Maple Vineyard,92,48.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Armida 2013 Tina's Block Maple Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Armida
635,Spain,"Aromas of wood grain, vanilla, butter and fino Sherry are elegant and attractive for this style of white Rioja. On the palate, this oak-aged Viura is smooth, while creamy flavors of oak, apricot and peach excel. A smooth finish with plenty of vanilla and core acidity indicates this will age well for another 10 years.",Capellanía,92,28.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Murrieta 2010 Capellanía Viura (Rioja),Viura,Marqués de Murrieta
636,Australia,"The Torbreck wines, with the emphasis they place on ripeness, can sometimes be controversial. This one is full bodied and rich, with dense plum and chocolate notes that verge on being fudge-like. But those elements are lifted slightly by hints of mint and bacon. Mocha joins the party on the long finish. Drink now–2025.",The Factor,92,125.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Torbreck 2010 The Factor Shiraz (Barossa Valley),Shiraz,Torbreck
637,France,"A rather perfumed nose hints at the Gewurztraminer that colors this Riesling with rose petal and honeysuckle notes. The co-planted varieties in this vineyard make a smashing duo since they are almost polar opposites: structured, straight-laced Riesling with its fine spine of acidity benefits from the playfulness and charm of aromatic, fleshy Gewurztraminer which in turn is lit up by Riesling's freshness. Really, this is a case where you can have the best of both worlds.",Altenberg de Bergheim Grand Cru,92,45.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Biecher & Schaal 2014 Altenberg de Bergheim Grand Cru White (Alsace),Alsace white blend,Biecher & Schaal
638,France,"A very subdued nose suggests some dried orange peel but the palate is full of life: there is bracing, bright and lemon-scented acidity on the dry palate and drenched stone. There is concentration and a texture of the finest, purest citrus oil. This is wonderfully mature and ready now but has the stuffing to last. Drink 2016–2020.",Kitterlé Grand Cru,92,36.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaines Schlumberger 2010 Kitterlé Grand Cru Riesling (Alsace),Riesling,Domaines Schlumberger
639,France,"There are mere hints of beeswax and marzipan on the nose. The palate opens into a structured, bright and well-lit space of pear peel, pear juice and a wonderfully bitter edge. This is off-dry and concentrated, definite but with a light touch. There is an intriguing hint of bitter orange peel that draws you in and pull this onto a higher plane.",Kessler Grand Cru,92,30.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaines Schlumberger 2012 Kessler Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaines Schlumberger
640,US,"Yields tend to be low in this dry-farmed vineyard, which especially struggles during a drought, but the quality is fantastic. Aromas of browned toast, popcorn, Meyer-lemon pith, honey pollen and a mineral herbal chamomile character show on the nose. A vibrant chalkiness reveals itself on the sip, with lemon blossom and grapefruit pith keeping the palate tight, grippy and texturally zippy.",Tinaquaic Vineyard,92,37.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Foxen
641,US,"Completely stainless-fermented and aged, this is a blockbuster of a white wine, refreshing and exotic in floral intoxication. Dry and light-bodied, it offers an edginess of slate-like minerality along with aromas of apricot and peach, finishing in a dusting of white pepper.",,92,25.0,California,California,California Other,Virginie Boone,@vboone,Les Belles Collines 2014 Pinot Gris (California),Pinot Gris,Les Belles Collines
642,Portugal,"This is a new wine from the hands of master winemaker Luis Duarte. With its rich black fruits and dense tannins, it's also a wine that is firmly structured. Wood aging has added a layer of complexity and broadened out the fruits and dark tannins. Drink from 2017.",Monte de Carrapatelo Colheita Seleccionada Tinto,92,30.0,Alentejano,,,Roger Voss,@vossroger,Luis Duarte 2013 Monte de Carrapatelo Colheita Seleccionada Tinto Red (Alentejano),Portuguese Red,Luis Duarte
643,US,"Creamy in texture and floral in aroma, this is a lovely and well-integrated white wine, with well-crafted characteristics of pear and honeyed apple. Medium bodied, it'll pair well at the table and on its own.",,92,60.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Melhill 2012 Chardonnay (Sonoma Coast),Chardonnay,Melhill
644,US,"Boosted by 5% Petit Verdot, this bottling shows lush aromas of fudge, black plum, black currant, soy and black pepper. The palate is dense and thick with more black fruit as well as caramel, purple flowers, milk chocolate and mint-chip ice cream, proving concentrated and decadent.",Estate Grown,92,40.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Niner 2013 Estate Grown Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Niner
645,US,"Pommard and Wädenswil clones are combined here, yielding a stylish, well-defined wine with spicy berry fruit. Flavors punch through into a deep and detailed finish, with streaks of cola and caramel. The balance is spot-on.",Freedom Hill Vineyard,92,50.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Purple Hands 2014 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Purple Hands
646,Portugal,"As its name suggests this is a selection of barrels of Syrah and Touriga Nacional. It is rich, smooth and full of ripe fruit. The dusty tannins are in suspension, backing up the black plum and blueberry fruit flavors. Along with the juicy acidity, this is a wine to age. Drink from 2017.",Lagoalva Barrel Selection Tinto,92,23.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lagoalva de Cima 2013 Lagoalva Barrel Selection Tinto Red (Tejo),Portuguese Red,Quinta da Lagoalva de Cima
647,Portugal,"This is an impressive, powerful wine. It speaks of the hard landscape of the Douro Superior, with its structure and dark tannins. At the same time, ripe dark fruits push through the still-young tannins giving the potential for a rich, black fruit dominated wine. Predominantly Touriga Nacional (60 percent), this wine is a new venture created by João Nicolau d'Almeida (who has run Ramos-Pinto for many years) and his family. Drink from 2018.",,92,80.0,Douro,,,Roger Voss,@vossroger,Quinta do Monte Xisto 2013 Red (Douro),Portuguese Red,Quinta do Monte Xisto
648,Germany,"A spray of rose petals perfumes this aromatic spätlese. Its freshness is exhilarating, contrasting lavish layers of honey and marmalade against the sharp bites of pineapple, tangerine and lemon. Cutting and spry, yet deeply penetrating, it finishes on a lingering pollen note.",Brauneberger Juffer-Sonnenuhr Spätlese Grosse Lage,92,34.0,Mosel,,,Anna Lee C. Iijima,,Reichsgraf von Kesselstatt 2014 Brauneberger Juffer-Sonnenuhr Spätlese Grosse Lage Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
649,US,"With a smidgen of Petit Verdot, this dark, tight and leathery wine is exalted in tobacco, graphite and tar, still youthfully awkward and shy. The flavors lean savory into meaty aspects of currant and clove, waiting to find companionship in fruit. Drink now after a decant, or cellar through 2023.",Three Twins Vineyard Fallen Feather,92,75.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Stone The Crows 2013 Three Twins Vineyard Fallen Feather Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Stone The Crows
650,Italy,"You'll find aromas of tomato leaf, passion fruit, crushed rock and green bell pepper on this radiant white. The bright, savory palate delivers tropical fruit, tangerine zest, dill, celery and mineral alongside tangy acidity. It's an extremely impressive showing for this challenging vintage.",,92,24.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Sturm 2014 Sauvignon (Collio),Sauvignon,Sturm
651,France,"Subtle notes of clean, fresh lemon zest promise pleasure, the palate reveals a far riper aspect of fresh red apple and baked apples. The dry palate remains zingy and clean and provides ample textured freshness. The effect is that of fresh apple sorbet.",Pfersigberg Grand Cru,92,39.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2014 Pfersigberg Grand Cru Riesling (Alsace),Riesling,Kuentz-Bas
